AnimalName,AnimalGender,AgeAsOf2015,BreedName,Borough
GRANT,M,9,Rottweiler,Staten Island
PUPPY,M,11,"Poodle, Toy",Bronx
MIDDLETON,M,10,Unknown,Manhattan
ANNIELEIGH,F,11,Beagle,Queens
OXLEY,M,13,Shih Tzu,Manhattan
BUSTER,M,2,German Shepherd Dog,Staten Island
LUCKY,M,9,Unknown,Staten Island
SIMON,M,16,Unknown,Brooklyn
LINCOLN,M,10,Unknown,Brooklyn
CUCKOO,M,11,Unknown,Queens
COOPER,M,2,Unknown,Brooklyn
LUKE,M,11,Beagle,Staten Island
LUNA,F,5,Labradoodle,Brooklyn
FOXY,F,15,Unknown,Brooklyn
FREDDIE,F,10,Golden Retriever,Manhattan
KATIE,F,9,German Shepherd Crossbreed,Manhattan
BARNEY,M,12,Beagle,Manhattan
BECK,M,4,Dachshund Smooth Coat,Manhattan
FLUFFY,F,14,Pomeranian,Queens
MILO,M,10,Labrador Retriever Crossbreed,Queens
ENGELBERT,M,10,Shih Tzu,Queens
DUKE,M,4,Unknown,Staten Island
TOBY,M,18,Chihuahua,Brooklyn
CHAMP,M,11,Golden Retriever,Bronx
CHARLIE,M,6,Shih Tzu,Bronx
PEPPA,F,4,Shih Tzu,Manhattan
LOLA,F,9,Boston Terrier,Manhattan
CHARLIE,M,2,"Bull Dog, English",Manhattan
MACK,M,9,Tibetan Terrier,Staten Island
MOO,M,16,Shih Tzu,Brooklyn
MOCHA,F,9,Labrador Retriever,Brooklyn
NAME NOT PROVIDED,F,17,Bichon Frise,Brooklyn
REX,M,14,German Shepherd Crossbreed,Bronx
BACI,F,4,Pomeranian,Bronx
HARLEY,M,13,Jack Russell Terrier,Staten Island
NALA,F,13,Lhasa Apso,Manhattan
SEBASTIAN,M,6,Maltese,Manhattan
SAM,M,10,Scottish Terrier,Bronx
SAMMY,M,12,Maltese,Bronx
NENA,F,13,German Shepherd Dog,Queens
MESSI,M,2,Golden Retriever,Manhattan
FOX,M,17,Unknown,Brooklyn
BUBBA,M,10,Brussels Griffon,Staten Island
BROWNIE,F,14,Yorkshire Terrier,Staten Island
BRIM,M,10,American Pit Bull Mix / Pit Bull Mix,Manhattan
COCOA,F,12,Unknown,Staten Island
CODY,M,8,Havanese,Manhattan
LUCY,F,15,Cocker Spaniel,BRONX
LOUIE,M,7,Shih Tzu,Queens
LOLA,F,14,Shih Tzu,Staten Island
SOFIE,F,16,Bichon Frise,Manhattan
SIN,F,15,Unknown,Manhattan
JAIJAI,M,14,Maltese,Queens
HOWIE,M,13,Unknown,Brooklyn
PEEKABOO,F,10,Cotton De Tulear,Manhattan
TORI,F,11,Golden Retriever,Queens
LAYLA,F,8,Unknown,Brooklyn
OLIVER,M,2,English Setter,Brooklyn
ANNIE,F,17,"Poodle, Miniature",Manhattan
EMMA,F,16,Unknown,Manhattan
MILA,F,7,Unknown,Manhattan
RUFFLES,M,9,Cairn Terrier,Manhattan
MISTY,F,18,Cocker Spaniel,Queens
GUS,M,4,"Collie, Border",Brooklyn
DINO,M,12,Unknown,BRONX
NATASHA,F,7,Poodle,Manhattan
STUART,M,11,Dachshund Smooth Coat Miniature,Manhattan
SUEKO,M,11,Unknown,Brooklyn
MAGICK,F,18,Unknown,Staten Island
TYSON,M,3,American Pit Bull Mix / Pit Bull Mix,Manhattan
TUXEDO,M,12,Shih Tzu,Staten Island
MANI,F,17,Unknown,Brooklyn
CRYSTAL,F,15,Miniature Pinscher,Staten Island
SHEARER,F,12,Cocker Spaniel,Manhattan
SHAYNA,F,15,Brussels Griffon,Brooklyn
HUEY,M,10,Unknown,Brooklyn
WILLY,M,6,Boston Terrier,Brooklyn
LEO,M,5,Staffordshire Bull Terrier,Bronx
OREO,F,15,Akita,Staten Island
DUKE,M,11,Labrador Retriever,Brooklyn
DUTCHESS,M,7,American Pit Bull Mix / Pit Bull Mix,Manhattan
ACE,M,16,Bichon Frise,Brooklyn
ELINOR,F,10,Norfolk Terrier,Manhattan
JACKSON,M,5,Labradoodle,Manhattan
CHARLIE,M,11,Shih Tzu,BROOKLYN
CHAMP,M,10,"Poodle, Standard",Queens
CAMELIA,F,17,Unknown,Bronx
CAESAR,M,16,Siberian Husky,Queens
BUSTER,M,13,Pug,Manhattan
BURT,M,14,Unknown,Manhattan
WILBUR,M,10,Unknown,Manhattan
XIOF,M,14,German Shepherd Dog,Manhattan
LACI,F,13,Yorkshire Terrier,Queens
LAILA,F,14,Maltese,Queens
OREO,M,12,"Schnauzer, Standard",Queens
OLYMPIA,F,12,American Pit Bull Terrier/Pit Bull,Staten Island
BISCUIT,M,13,Maltese,Brooklyn
KODIE,M,4,Border Collie,Staten Island
EBONY,F,14,Rottweiler,Staten Island
HENZEL,M,15,Maltese,Bronx
HOLLIE,M,17,Yorkshire Terrier,Queens
SAVANNAH,F,11,Unknown,Staten Island
DASHWOOD,M,2,Shetland Sheepdog,Manhattan
JONI,F,12,Labrador Retriever,Manhattan
FRANKIE,M,2,French Bulldog,Queens
BREANNA,F,16,American Staffordshire Terrier,Brooklyn
MACHO,M,18,Chihuahua,Manhattan
MAGGIE,F,12,Unknown,QUEENS
COCONUT,F,11,Unknown,MANHATTAN
COCO,F,4,Poodle,Queens
VESPA,F,15,Labrador Retriever Crossbreed,Manhattan
CINNAMIN,F,15,American Pit Bull Terrier/Pit Bull,Staten Island
SILKY,M,11,Cocker Spaniel,Manhattan
LUCKY,M,15,Unknown,Bronx
JAKE,M,14,Shih Tzu,Bronx
KOZMO,M,14,Yorkshire Terrier,Manhattan
DYER,F,12,Cocker Spaniel,Manhattan
EMY,F,16,Cairn Terrier,Brooklyn
RUBY,F,6,"Bull Dog, French",Manhattan
RILEY,M,16,Golden Retriever,QUEENS
PUGSLEY,M,16,Pug,Queens
NALA,F,15,Shih Tzu,Staten Island
SASHA,F,18,German Shepherd Crossbreed,Staten Island
STAICY,F,11,Cocker Spaniel,Queens
SPANKY,M,14,Cocker Spaniel,Staten Island
SUE,F,14,Beagle,BRONX
MAXIMUS,M,10,Boston Terrier,Manhattan
BUDDY,M,14,Labrador Retriever,Brooklyn
COOKIE,M,15,Shih Tzu,Queens
CJ,M,11,German Shepherd Dog,Brooklyn
LUCKY,M,17,Chihuahua,Queens
JAXSON,M,5,Labrador Retriever,Queens
JAKE,M,11,Labrador Retriever,Staten Island
BUSTER,M,16,"Poodle, Standard",Manhattan
PIXIE,F,11,Yorkshire Terrier,BROOKLYN
WYATT,M,5,Maltese,Queens
WYLIE,M,6,German Shepherd Dog,Manhattan
HEMINGWAY,M,4,Labrador Retriever,Manhattan
SASHA,F,4,Beagle,Manhattan
NICOLETTE,F,12,Labrador Retriever,Brooklyn
MAXIMUS,M,5,Pug,Bronx
SOPHIE,F,5,Maltese,Manhattan
BUDDY,M,11,Rat Terrier,Brooklyn
BUCKS,M,3,"Bull Dog, English",Bronx
BRANDY,F,12,Unknown,Staten Island
TUGGER,M,16,Silky Terrier,Manhattan
CROSBY,M,2,Golden Retriever,Manhattan
CHISPITA,F,15,Chihuahua,Bronx
LOLITA,F,12,Doberman Pinscher,Queens
SNOWY,F,10,German Shepherd Crossbreed,Brooklyn
PENNE,F,10,Labrador Retriever,QUEENS
JAY,M,9,Pomeranian,Manhattan
JACK,M,16,West High White Terrier,Brooklyn
JACKIE,F,14,Shih Tzu,Brooklyn
CASPER,M,15,"Poodle, Miniature",Brooklyn
PRINCESS,F,17,Unknown,Brooklyn
WINNIE,F,12,Unknown,Queens
BLUES,F,2,American Pit Bull Terrier/Pit Bull,Queens
BENTLEY,M,15,Golden Retriever,Staten Island
BEN,M,14,Unknown,Manhattan
EMALINA,F,13,West High White Terrier,Manhattan
BAGEL,M,6,Boxer,Brooklyn
DAISY,F,16,West High White Terrier,Manhattan
COSI,F,10,American Pit Bull Mix / Pit Bull Mix,Manhattan
LITTLE,M,14,"Collie, Rough Coat",Manhattan
LOLA,F,17,Maltese,Staten Island
PETEY,M,15,Unknown,Staten Island
WINSTON,M,13,"Welsh Corgi, Pembroke",Brooklyn
WILEY,F,15,Unknown,Staten Island
PATTYCAKE,F,16,Beagle,Staten Island
PEBBLES,F,8,Shih Tzu,Staten Island
TINO,M,6,Unknown,Manhattan
THISBE,F,3,Shiba Inu,Manhattan
LANA,F,3,Maltese,Manhattan
BELLE,M,18,Wire Fox Terrier,Manhattan
EBBE,M,11,"Poodle, Toy",QUEENS
ANNIE,F,11,Labrador Retriever Crossbreed,Bronx
ANGEL,F,13,Chihuahua,Brooklyn
MIR,F,11,Unknown,Queens
B.J.,M,7,Maltese,Manhattan
BANJO,M,14,Unknown,Brooklyn
MUPHIN,F,12,Pomeranian,Queens
SABINA,F,15,Labrador Retriever Crossbreed,Queens
KACEE,F,14,Golden Retriever,Staten Island
BOOGIE,M,3,Bichon Frise,Queens
MARIE,F,9,Labrador Retriever,Manhattan
MAX,M,14,Unknown,Brooklyn
BUSTER,M,11,Unknown,Brooklyn
BUSCH,M,13,Beagle,Manhattan
LIARA,F,3,Labrador Retriever,Bronx
BENTLEY,M,2,Poodle,Manhattan
FINN,M,4,Pointer,Queens
MONTGOMERY,M,3,Miniature Schnauzer,Manhattan
PUPITA,F,12,Chihuahua,Manhattan
BELLA,F,13,Shiba Inu,Manhattan
BAILEY,F,8,Maltese,Manhattan
HARLEY,M,15,Labrador Retriever,Queens
MUFFIN,F,14,Yorkshire Terrier,BROOKLYN
NORE,F,16,German Shepherd Crossbreed,Brooklyn
JESSIE,F,13,German Shepherd Dog,Bronx
DAKOTA,F,8,American Pit Bull Mix / Pit Bull Mix,Brooklyn
KETA,F,14,Miniature Pinscher,Queens
BRANDY,F,15,Unknown,Queens
MAIA,F,16,Unknown,QUEENS
CODY,M,5,Pug,Bronx
COPPER,M,9,"Welsh Corgi, Cardigan",Manhattan
CIARABELLA,F,13,Old English Sheepdog,Brooklyn
CHUNK,M,5,American Staffordshire Terrier,Manhattan
CHI,M,18,Unknown,Brooklyn
LUCKY,M,10,Unknown,Queens
JAKE,M,13,Jack Russell Terrier,Brooklyn
MAGGIE,F,16,Shih Tzu,Queens
TY,M,12,Boxer,Staten Island
MAISIE,F,16,Labrador Retriever,Manhattan
LUCY,F,7,Unknown,Manhattan
DAISY,F,15,Unknown,Manhattan
COSMO,M,11,Maltese,Manhattan
CHUCHO,M,13,Unknown,Queens
SONIA,F,7,Poodle,Manhattan
JACKIE,F,16,Unknown,Brooklyn
XENA,F,17,Unknown,Queens
LAINY,F,12,Siberian Husky,Bronx
KOALA,F,16,Unknown,QUEENS
KINGSTON,M,3,"Poodle, Toy",Brooklyn
ABBY,F,15,Maltese,Queens
RUSTY,F,13,Collie Crossbreed,Brooklyn
MUGSY,M,8,Pug,Manhattan
DANI,M,17,Yorkshire Terrier,Manhattan
NAPOLEON,M,12,German Shepherd Crossbreed,Staten Island
BUDDIE,M,16,Cocker Spaniel,Bronx
MAX,M,12,Labrador Retriever,Queens
MAX,M,4,Beagle,Staten Island
MCHUMBA,M,4,Rhodesian Ridgeback,Staten Island
SAMSON,M,10,Pug,Queens
ROXY,F,3,American Pit Bull Terrier/Pit Bull,Manhattan
MILOS,M,10,Brussels Griffon,Brooklyn
EEVEE,F,2,Flat-Coated Retriever,Queens
AUGGIE,M,4,Wheaton Terrier,Queens
PENKY,M,12,"Schnauzer, Miniature",Queens
BONGGU,M,6,Chihuahua,Staten Island
SCOOBY,M,3,"Poodle, Miniature",Bronx
PRINCESS,F,8,Lhasa Apso,Queens
ANIKA,F,3,Siberian Husky,Manhattan
BINGLEY,M,2,Wheaton Terrier,Manhattan
LAINA,F,6,American Pit Bull Terrier/Pit Bull,Manhattan
KUMBUKA,F,6,Rhodesian Ridgeback,Staten Island
LUCA,M,6,Australian Shepherd,Manhattan
LOUIE,M,8,Papillon,Queens
MAPLE,F,13,Labrador Retriever,Manhattan
UMA,F,7,Rottweiler,Bronx
FREE,F,5,"Bull Dog, French",Brooklyn
PETITE,F,3,"Poodle, Miniature",Bronx
FRANCES,F,10,Unknown,Manhattan
MAXIMUS,M,11,Unknown,Brooklyn
SPIKE,M,4,Unknown,Manhattan
BEAUTY,F,14,Labrador Retriever,Bronx
RAYE,F,8,Unknown,Queens
MIKA,F,5,Shiba Inu,Manhattan
SONNY,M,9,Lhasa Apso,Manhattan
LILY,F,5,Italian Greyhound,Manhattan
DARCY,F,6,Dachshund,Manhattan
DIOGGIE,M,15,Unknown,Staten Island
BEZIE,F,6,Unknown,Brooklyn
LUNA,F,2,Siberian Husky,Manhattan
ENZO,M,2,American Pit Bull Mix / Pit Bull Mix,Manhattan
ENZO,M,3,Unknown,Queens
TIKUIOE,M,2,Yorkshire Terrier,Queens
HUNDLEY,M,4,Chihuahua,Queens
JAKE,M,7,Unknown,Queens
MADDIE,F,9,Labrador Retriever Crossbreed,Bronx
DAYO,M,5,Unknown,Staten Island
NITRO,M,12,Pomeranian,Manhattan
RICKY,M,13,Chihuahua,Manhattan
PEBBLE,F,4,Maltese,Brooklyn
PICASSO,M,5,Chihuahua,Manhattan
SHERLOCK,M,13,Dachshund Smooth Coat,Staten Island
CHICHI,M,10,Dachshund Smooth Coat Miniature,Manhattan
CHELSEA,F,5,"Poodle, Standard",Staten Island
COCOLICIOUS,F,7,"Schnauzer, Miniature",Manhattan
SASHA,F,8,Basenji,Bronx
PIXEL,M,2,Pomeranian,Brooklyn
JAKE,M,3,Puggle,Manhattan
TUCKER,M,5,Unknown,Manhattan
COSMO,M,8,Unknown,Queens
LUCY,F,4,Dalmatian,Brooklyn
CHICO,M,5,Shih Tzu,Queens
JAKE,M,7,"Bull Dog, French",Brooklyn
WALDO,M,9,Wheaton Terrier,Manhattan
KODIAK,M,11,Siberian Husky,Queens
BELLE,F,15,Border Terrier,Manhattan
ARYA,F,4,Unknown,Manhattan
ENZO,M,7,Unknown,Brooklyn
FINNIGAN,M,10,"Poodle, Standard",Manhattan
RUBY,F,8,Cavalier King Charles Spaniel,Queens
KELLY,F,6,Miniature Pinscher,Bronx
MAYBACH,F,4,American Eskimo dog,Brooklyn
GEORGE,M,6,Beagle,Brooklyn
LUCKY,M,10,"Collie, Border",Queens
SHEBA,F,8,American Pit Bull Mix / Pit Bull Mix,Queens
Q,F,2,Hovawart,Queens
PRINCESS,F,6,"Bull Dog, English",Manhattan
PRINCESS,F,12,Chihuahua,Manhattan
HANNIBAL,M,2,Petit Basset Griffon Vendeen,Manhattan
BAILEY,F,4,"Collie, Border",Brooklyn
DITA,F,9,American Pit Bull Mix / Pit Bull Mix,Queens
KIMCHI,F,4,Border Collie,Brooklyn
MIA,F,2,German Shepherd Dog,Bronx
LYLAC,F,12,Unknown,Queens
SNOWY,F,11,Collie Crossbreed,Bronx
JAKE,M,4,Norwich Terrier,Manhattan
PEACHES,F,3,Unknown,Brooklyn
LEXI,F,3,American Pit Bull Terrier/Pit Bull,Queens
EVA,F,4,Shih Tzu,Bronx
MIDNITE,M,8,Yorkshire Terrier,Manhattan
RONAN,M,3,Unknown,Manhattan
RUFUS,M,8,Great Dane,Brooklyn
MAX,M,7,Cane Corso,Queens
GOO,F,14,Beagle,Brooklyn
GIZMOE,M,5,Shih Tzu,Brooklyn
CHIQUI,M,3,Beagle Crossbreed,Manhattan
LUCI,F,2,Staffordshire Bull Terrier,Bronx
OONA,F,3,Yorkshire Terrier,Manhattan
BELLA,F,7,Cocker Spaniel,Bronx
ARI,F,8,Maltese,Queens
ABBY,F,6,Chow Chow,Staten Island
MOSES,M,9,"Mastiff, Neapolitan",Bronx
HARRY,M,9,Unknown,Manhattan
SADIE,F,2,Labrador Retriever,Bronx
KENNEDY,M,2,Boxer,Bronx
SOPHY,F,6,Beagle,Queens
FOXY,M,12,Labrador Retriever,Manhattan
BOSCO,M,6,Unknown,Brooklyn
GIDGET,F,13,Papillon,Manhattan
SHERLOCK,M,6,Weimaraner,Manhattan
PEYTON,M,4,Unknown,Manhattan
CASHEW,M,4,Pomeranian,Manhattan
CHARLESTON,F,2,Labrador Retriever,Manhattan
OZ,M,3,Yorkshire Terrier,Manhattan
OTIS,M,3,Shih Tzu,Manhattan
OREO,M,16,Shih Tzu,Bronx
LAYLA,F,15,Unknown,Manhattan
SAGE,F,2,American Pit Bull Terrier/Pit Bull,Manhattan
ODDIE,M,12,Chihuahua,Queens
DINO,M,5,Shih Tzu,Manhattan
JULY,F,4,Australian Shepherd,Manhattan
KAYA,F,7,American Pit Bull Mix / Pit Bull Mix,Brooklyn
KIERAN,F,5,Pug,Queens
SUZY,F,18,German Shepherd Crossbreed,Staten Island
FRANNY,F,2,German Shepherd Dog,Manhattan
WATSON,M,13,West High White Terrier,Manhattan
TESSIE,F,8,Bernese Mountain Dog,Queens
LIBBY,F,6,Havanese,Manhattan
MILO,M,3,Unknown,Manhattan
DAISY,F,4,Unknown,Brooklyn
GENTLEMAN,M,2,Boston Terrier,Manhattan
GEORGE,M,4,Yorkshire Terrier,Bronx
TYSON,M,7,"Bull Dog, English",Bronx
MAJOR,M,6,Shih Tzu,Queens
LUCY,F,3,Shih Tzu,Brooklyn
SIMBA,M,4,Golden Retriever,Queens
LOUIE,M,3,Puggle,Queens
LOLA,F,8,Silky Terrier,Manhattan
PERCY,M,2,Unknown,Bronx
HUGO,M,3,French Bulldog,Brooklyn
TOKYO,F,8,Unknown,Queens
OLIVER,M,3,"Poodle, Toy",Queens
LEXI,F,3,Dachshund,Staten Island
ARROW,F,2,Unknown,Brooklyn
ROMEO,M,8,"Poodle, Toy",Bronx
BECKHAM,M,6,"Poodle, Miniature",Queens
BABY,F,5,Dachshund Smooth Coat Miniature,Queens
KASEY,F,14,American Pit Bull Mix / Pit Bull Mix,Brooklyn
NEFELI,F,4,Golden Retriever,Manhattan
SUMMER,F,8,Unknown,Bronx
LUCY,F,11,Unknown,Manhattan
SHAKIRA,F,5,Pomeranian,Bronx
WINSTON,M,3,Wheaton Terrier,Manhattan
TEDDIE,M,13,Maltese,Queens
LEO,M,6,Rhodesian Ridgeback,Brooklyn
BILLIE,F,2,"Poodle, Miniature",Queens
PROFESSSOR,M,15,Chihuahua,Manhattan
MAXIMUS,M,6,Dachshund Smooth Coat,Brooklyn
GINGER,F,6,Cocker Spaniel,Brooklyn
OREO,M,6,American Pit Bull Terrier/Pit Bull,QUEENS
TITAN,M,5,American Pit Bull Terrier/Pit Bull,Bronx
WATSON,M,4,Yorkshire Terrier,Queens
CHARLEY,M,9,Shih Tzu,Staten Island
JAX,M,17,Jack Russell Terrier,Manhattan
PHOEBE,F,8,Jack Russell Terrier,Brooklyn
SIMON,M,12,Maltese,Manhattan
SHORTY,M,12,Chihuahua,Brooklyn
CLOHE,F,17,Shih Tzu,Manhattan
CHICO,M,9,"Shar-Pei, Chinese",Manhattan
VICTOR,M,12,Unknown,Manhattan
TURBO,M,7,Havanese,Queens
LULU,F,6,"Bull Dog, French",Manhattan
GINGER,F,5,Labrador Retriever Crossbreed,Brooklyn
GIZMO,M,7,Yorkshire Terrier,Brooklyn
GAGE,M,3,Labrador Retriever Crossbreed,Manhattan
MAX,M,8,Beagle,Brooklyn
DILLINGER,M,5,American Pit Bull Terrier/Pit Bull,Brooklyn
HAPPY,F,3,American Pit Bull Terrier/Pit Bull,Staten Island
MORGAN,M,3,Pomeranian,Bronx
MR.,M,16,Chihuahua,Brooklyn
RABBY,M,12,"Welsh Corgi, Pembroke",Staten Island
NAME NOT PROVIDED,M,4,Chihuahua,Queens
ROMERO,M,4,Unknown,Manhattan
ROMEO,M,3,Chihuahua,Queens
MILO,M,2,Unknown,Queens
DUTCH,M,2,Bouvier Des Flandres,Manhattan
MAXWELL,M,6,Yorkshire Terrier,Bronx
HARLEY,M,4,American Pit Bull Terrier/Pit Bull,Staten Island
HARLEY,M,5,Unknown,Manhattan
NAME NOT PROVIDED,F,3,Unknown,Brooklyn
RUDY,M,7,"Welsh Corgi, Pembroke",Brooklyn
MILA,F,6,Unknown,Queens
MINO,M,4,Unknown,Queens
EZE,M,8,"Poodle, Standard",Manhattan
ANGEL,M,3,Maltese,Manhattan
AKIMA,F,12,German Shepherd Dog,Queens
LEXI,F,11,Samoyed,Manhattan
TEDDY,M,7,Maltese,Queens
PIPPI,M,2,Chihuahua,Queens
VALENTINA,F,5,Yorkshire Terrier,Brooklyn
COOKIE,F,6,Unknown,Manhattan
TROY,M,6,Labrador Retriever,Brooklyn
UNKNOWN,F,3,Unknown,Queens
FLUFFY,M,8,Shih Tzu,Queens
FARFEL,F,6,Labrador Retriever,Manhattan
ANGELICA,F,16,Shih Tzu,Staten Island
DUSTY,F,12,Wheaton Terrier,Queens
LEXI,F,12,Labrador Retriever,Staten Island
PANZER,F,9,German Shepherd Dog,Queens
TREASURE,F,3,American Pit Bull Mix / Pit Bull Mix,Staten Island
POPPY,M,7,"Poodle, Miniature",Queens
PRESTON,M,7,Vizsla,Manhattan
CHANCE,M,6,Unknown,Brooklyn
CARSON,F,11,Unknown,Manhattan
JAKE,M,14,Maltese,Manhattan
JAX,M,17,Miniature Pinscher,Bronx
JACK,M,13,Belgian Malinois,Bronx
LOLA,F,5,Unknown,Manhattan
LUCKY,F,12,Cocker Spaniel,Manhattan
LOUISA,F,6,Chihuahua,Manhattan
CHOPPER,M,5,"Poodle, Miniature",Bronx
UNKNOWN,F,3,Yorkshire Terrier,Staten Island
MARLEY,F,3,Unknown,Queens
GOOBER,M,10,Unknown,Manhattan
BREAKFAST,F,3,American Pit Bull Mix / Pit Bull Mix,Brooklyn
BUDDY,M,14,Labrador Retriever,Staten Island
BUDDY,M,6,Chihuahua,Bronx
MI,F,4,American Pit Bull Terrier/Pit Bull,Brooklyn
MAXI,M,4,Yorkshire Terrier,Queens
MAXI,M,3,"Poodle, Toy",Manhattan
MAXWELL,M,4,Unknown,Staten Island
STORM,F,11,Maltese,Queens
JILL,F,5,American Pit Bull Mix / Pit Bull Mix,Bronx
JINKINS,M,4,Silky Terrier,Brooklyn
BAILEY,F,3,"Welsh Corgi, Pembroke",Manhattan
BEAR,M,9,"Coonhound, Black and Tan",Bronx
HENRY,M,4,Puggle,Manhattan
HENNESSY,F,4,Boxer,Brooklyn
MUFFIN,M,4,"Bull Dog, English",Brooklyn
MOSES,M,4,Cocker Spaniel,Brooklyn
RENO,F,7,Beagle Crossbreed,Queens
NAME NOT PROVIDED,F,3,Shih Tzu,Bronx
ROOTBEER,M,15,Golden Retriever,Queens
MOCHA,F,11,Unknown,Bronx
BOBO,M,7,"Poodle, Toy",Brooklyn
BLACKA,M,3,Miniature Pinscher,Brooklyn
PANCAKES,M,7,Chihuahua,Queens
PATTY,F,16,Shih Tzu,Bronx
TOP,M,9,Unknown,Manhattan
PRINCE,M,11,American Eskimo dog,Staten Island
JAKE,M,9,Unknown,Brooklyn
IZZY,F,3,"Schnauzer, Miniature",Manhattan
LOUIS,M,3,Yorkshire Terrier,Brooklyn
UNKNOWN,M,3,"Poodle, Standard",Bronx
CUCO,M,12,Bichon Frise,Manhattan
MAISY,F,5,Boxer,Brooklyn
TUBBY,M,8,Shih Tzu,Brooklyn
MACHO,M,7,Havanese,Staten Island
LUKKI,F,3,Cane Corso,Bronx
GINGER,F,2,American Pit Bull Terrier/Pit Bull,Brooklyn
MAX,F,10,Cocker Spaniel,Brooklyn
BUDDY,M,9,Labrador Retriever,Manhattan
T-REX,M,9,Shih Tzu,Queens
METICHE,M,17,Unknown,Queens
JOJO,F,4,Chihuahua,Manhattan
NINA,F,3,Unknown,Manhattan
SADIE,F,8,American Pit Bull Mix / Pit Bull Mix,Queens
SAMSON,M,9,Boxer,Queens
PUPPY,F,2,Unknown,Queens
PRINCESS,F,6,Chihuahua,Queens
BELLO,M,4,Bichon Frise,Queens
GINO,M,12,Unknown,Manhattan
GEEANNA,F,6,Shih Tzu,Bronx
BROOKLYN,M,5,Chihuahua,Queens
FRANK,F,4,Dachshund Smooth Coat,Manhattan
FRANKIE,F,9,"Bull Dog, French",Manhattan
MAXX,M,2,Cane Corso,Staten Island
KILLER,M,8,American Pit Bull Terrier/Pit Bull,Bronx
DIEGO,M,7,Unknown,Queens
JOANIE,F,6,Chihuahua,Brooklyn
SAMMY,M,17,Unknown,Manhattan
SEYMOUR,M,8,"Dachshund, Wirehaired",Manhattan
NACHO,M,4,Chihuahua,Queens
MOON,F,10,Golden Retriever,Queens
MOMMA,M,12,Pug,Manhattan
FLORA,F,16,Labrador Retriever,MANHATTAN
PEACHES,F,3,Mastiff,Brooklyn
PIPSQUEEK,F,5,"Poodle, Miniature",Manhattan
ISAIAH,M,2,Beagle,Staten Island
LOLA,F,12,Silky Terrier,Staten Island
LUCKY,M,11,Pomeranian,Manhattan
CHLOE,F,6,Yorkshire Terrier,Bronx
LILLY,F,4,American Pit Bull Terrier/Pit Bull,Brooklyn
CODY,M,14,Golden Retriever,Manhattan
COCO,M,7,Unknown,Queens
CORY,M,7,Cavalier King Charles Spaniel,Manhattan
MAURICE,M,5,Unknown,Staten Island
MASON,M,5,Bichon Frise,Staten Island
MAX,M,6,Maltese,Queens
TAPEY,M,8,Tibetan Terrier,Brooklyn
NO,M,3,Dachshund Smooth Coat,Manhattan
ROSIE,F,3,Belgian Malinois,Queens
MONTY,M,15,Golden Retriever,Staten Island
ABBY,F,6,Lhasa Apso,Manhattan
ACE,M,6,"Collie, Border",Manhattan
EDDIE,M,5,Maltese,Brooklyn
ANUBIS,M,3,Yorkshire Terrier,Brooklyn
BLONDIE,F,3,Havanese,Manhattan
PRETTY,F,4,American Pit Bull Mix / Pit Bull Mix,Brooklyn
WILLIE,M,8,Unknown,Bronx
CACHILIN,M,3,Chihuahua,Manhattan
CARRIE,F,7,Cocker Spaniel,Manhattan
IZZY,M,6,Shiba Inu,Queens
JACK,M,13,Maltese,Brooklyn
PEYTON,M,12,Irish Setter,Staten Island
SMOKEY,M,12,"Schnauzer, Miniature",Bronx
LOUIE,M,7,Unknown,Brooklyn
LUCKY,M,18,Chihuahua,Queens
UMKA,M,2,Maltese,Staten Island
GUS,M,7,Chihuahua,Manhattan
HANNAH,F,5,Labrador Retriever,Bronx
QUINCY,M,15,Labrador Retriever,Brooklyn
PUZZLE,F,3,Pug,BRONX
NAME NOT PROVIDED,F,4,Unknown,Brooklyn
RUBY,F,6,Bichon Frise,Queens
ROCKY,M,12,Shih Tzu,Bronx
ROCCO,M,13,Unknown,Queens
MILKY,M,2,Unknown,Manhattan
BLUE,F,7,American Pit Bull Terrier/Pit Bull,Brooklyn
TRINITY,F,13,Unknown,Staten Island
TOPI,M,9,Labrador Retriever Crossbreed,Brooklyn
WILLY,M,7,Maltese,Bronx
CALLIE,F,6,Cocker Spaniel,Manhattan
PICCOLA,F,11,American Pit Bull Terrier/Pit Bull,Manhattan
SNOOKI,F,6,Maltese,Queens
LLOYD,M,10,Boston Terrier,Manhattan
CHEWIE,M,10,Unknown,Queens
COSITA,F,5,Yorkshire Terrier,Brooklyn
TRIXIE,F,5,American Staffordshire Terrier,Brooklyn
BROOKLYN,M,9,Unknown,Manhattan
FRED,M,12,"Schnauzer, Miniature",Manhattan
MELROSE,F,5,Jack Russell Terrier,Manhattan
DIXIE,F,4,Chihuahua,Queens
NOLA,F,17,Labrador Retriever,Queens
BARKLEY,M,3,Shih Tzu,Manhattan
B,F,3,Unknown,Manhattan
JUNEBUG,M,8,Yorkshire Terrier,Bronx
JUSTIN,M,3,Unknown,Brooklyn
NIKI,F,8,Bichon Frise,Staten Island
RUTKIS,M,10,Rottweiler,Staten Island
SADIE,F,6,Unknown,Manhattan
HARLEY,M,4,American Pit Bull Mix / Pit Bull Mix,Staten Island
RIFF,F,13,Unknown,Manhattan
REILY,F,9,Maltese,Brooklyn
MICKEY,M,8,Pomeranian,Brooklyn
AIMEE,F,4,Dachshund,Queens
BLITZ,M,15,Unknown,Queens
